date_time,wait,Hospital
3/31/2019 21:51:01,2,Lenox Health Greenwich Village
3/31/2019 21:51:01,4,Huntington Hospital
3/31/2019 21:51:01,6,Glen Cove Hospital
3/31/2019 21:51:01,7,Plainview Hospital
3/31/2019 21:51:01,9,Lenox Hill Hospital
3/31/2019 21:51:01,9,Staten Island University Hospital - South
3/31/2019 21:51:01,9,Syosset Hospital
3/31/2019 21:51:01,22,Long Island Jewish Forest Hills
3/31/2019 21:51:01,30,Staten Island University Hospital - North
3/31/2019 21:51:01,32,Long Island Jewish Valley Stream
3/31/2019 21:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/31/2019 21:51:01,60,Long Island Jewish Medical Center
3/31/2019 21:51:01,60,Southside Hospital
3/31/2019 21:51:01,60,North Shore University Hospital
3/31/2019 22:51:01,4,Huntington Hospital
3/31/2019 22:51:01,5,Staten Island University Hospital - South
3/31/2019 22:51:01,11,Syosset Hospital
3/31/2019 22:51:01,13,Lenox Hill Hospital
3/31/2019 22:51:01,14,Glen Cove Hospital
3/31/2019 22:51:01,17,Lenox Health Greenwich Village
3/31/2019 22:51:01,18,Long Island Jewish Valley Stream
3/31/2019 22:51:01,19,Plainview Hospital
3/31/2019 22:51:01,25,Long Island Jewish Forest Hills
3/31/2019 22:51:01,27,Staten Island University Hospital - North
3/31/2019 22:51:01,41,Long Island Jewish Medical Center
3/31/2019 22:51:01,52,Southside Hospital
3/31/2019 22:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/31/2019 22:51:01,60,North Shore University Hospital
3/31/2019 23:51:01,3,Lenox Health Greenwich Village
3/31/2019 23:51:01,6,Huntington Hospital
3/31/2019 23:51:01,9,Plainview Hospital
3/31/2019 23:51:01,10,Syosset Hospital
3/31/2019 23:51:01,13,Glen Cove Hospital
3/31/2019 23:51:01,15,Lenox Hill Hospital
3/31/2019 23:51:01,16,Staten Island University Hospital - South
3/31/2019 23:51:01,28,Long Island Jewish Forest Hills
3/31/2019 23:51:01,35,Staten Island University Hospital - North
3/31/2019 23:51:01,43,Southside Hospital
3/31/2019 23:51:01,47,Long Island Jewish Valley Stream
3/31/2019 23:51:01,49,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/31/2019 23:51:01,53,Long Island Jewish Medical Center
3/31/2019 23:51:01,60,North Shore University Hospital
4/1/2019 0:51:01,1,Syosset Hospital
4/1/2019 0:51:01,2,Glen Cove Hospital
4/1/2019 0:51:01,9,Lenox Health Greenwich Village
4/1/2019 0:51:01,10,Plainview Hospital
4/1/2019 0:51:01,11,Huntington Hospital
4/1/2019 0:51:01,12,Staten Island University Hospital - South
4/1/2019 0:51:01,15,Staten Island University Hospital - North
4/1/2019 0:51:01,16,Lenox Hill Hospital
4/1/2019 0:51:01,34,Long Island Jewish Forest Hills
4/1/2019 0:51:01,39,North Shore University Hospital
4/1/2019 0:51:01,47,Long Island Jewish Valley Stream
4/1/2019 0:51:01,50,Southside Hospital
4/1/2019 0:51:01,56,Long Island Jewish Medical Center
4/1/2019 0:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 1:51:01,2,Glen Cove Hospital
4/1/2019 1:51:01,2,Syosset Hospital
4/1/2019 1:51:01,6,Lenox Health Greenwich Village
4/1/2019 1:51:01,14,Plainview Hospital
4/1/2019 1:51:01,15,Huntington Hospital
4/1/2019 1:51:01,23,Lenox Hill Hospital
4/1/2019 1:51:01,23,North Shore University Hospital
4/1/2019 1:51:01,31,Staten Island University Hospital - North
4/1/2019 1:51:01,33,Staten Island University Hospital - South
4/1/2019 1:51:01,37,Southside Hospital
4/1/2019 1:51:01,47,Long Island Jewish Valley Stream
4/1/2019 1:51:01,60,Long Island Jewish Medical Center
4/1/2019 1:51:01,60,Long Island Jewish Forest Hills
4/1/2019 1:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 2:51:01,0,Syosset Hospital
4/1/2019 2:51:01,2,Plainview Hospital
4/1/2019 2:51:01,5,Glen Cove Hospital
4/1/2019 2:51:01,10,Lenox Health Greenwich Village
4/1/2019 2:51:01,12,Long Island Jewish Valley Stream
4/1/2019 2:51:01,15,Huntington Hospital
4/1/2019 2:51:01,18,Lenox Hill Hospital
4/1/2019 2:51:01,19,Staten Island University Hospital - South
4/1/2019 2:51:01,25,North Shore University Hospital
4/1/2019 2:51:01,32,Southside Hospital
4/1/2019 2:51:01,40,Staten Island University Hospital - North
4/1/2019 2:51:01,60,Long Island Jewish Forest Hills
4/1/2019 2:51:01,60,Long Island Jewish Medical Center
4/1/2019 2:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 3:51:01,2,Syosset Hospital
4/1/2019 3:51:01,3,Plainview Hospital
4/1/2019 3:51:01,4,Glen Cove Hospital
4/1/2019 3:51:01,10,Lenox Health Greenwich Village
4/1/2019 3:51:01,14,Staten Island University Hospital - North
4/1/2019 3:51:01,15,Huntington Hospital
4/1/2019 3:51:01,22,Long Island Jewish Valley Stream
4/1/2019 3:51:01,25,Lenox Hill Hospital
4/1/2019 3:51:01,37,North Shore University Hospital
4/1/2019 3:51:01,56,Staten Island University Hospital - South
4/1/2019 3:51:01,57,Southside Hospital
4/1/2019 3:51:01,60,Long Island Jewish Forest Hills
4/1/2019 3:51:01,60,Long Island Jewish Medical Center
4/1/2019 3:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 4:51:01,2,Lenox Health Greenwich Village
4/1/2019 4:51:01,2,Syosset Hospital
4/1/2019 4:51:01,3,Glen Cove Hospital
4/1/2019 4:51:01,11,Staten Island University Hospital - North
4/1/2019 4:51:01,14,Lenox Hill Hospital
4/1/2019 4:51:01,18,Plainview Hospital
4/1/2019 4:51:01,20,Long Island Jewish Valley Stream
4/1/2019 4:51:01,22,Huntington Hospital
4/1/2019 4:51:01,37,Staten Island University Hospital - South
4/1/2019 4:51:01,43,Long Island Jewish Forest Hills
4/1/2019 4:51:01,60,Long Island Jewish Medical Center
4/1/2019 4:51:01,60,Southside Hospital
4/1/2019 4:51:01,60,North Shore University Hospital
4/1/2019 4:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 5:51:01,3,Glen Cove Hospital
4/1/2019 5:51:01,3,Syosset Hospital
4/1/2019 5:51:01,8,Lenox Health Greenwich Village
4/1/2019 5:51:01,11,Staten Island University Hospital - South
4/1/2019 5:51:01,15,Plainview Hospital
4/1/2019 5:51:01,18,Lenox Hill Hospital
4/1/2019 5:51:01,19,Long Island Jewish Valley Stream
4/1/2019 5:51:01,21,Staten Island University Hospital - North
4/1/2019 5:51:01,22,Huntington Hospital
4/1/2019 5:51:01,30,North Shore University Hospital
4/1/2019 5:51:01,43,Long Island Jewish Forest Hills
4/1/2019 5:51:01,55,Long Island Jewish Medical Center
4/1/2019 5:51:01,60,Southside Hospital
4/1/2019 5:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 6:51:01,3,Glen Cove Hospital
4/1/2019 6:51:01,4,Syosset Hospital
4/1/2019 6:51:01,5,Lenox Health Greenwich Village
4/1/2019 6:51:01,6,Plainview Hospital
4/1/2019 6:51:01,8,Lenox Hill Hospital
4/1/2019 6:51:01,9,Long Island Jewish Valley Stream
4/1/2019 6:51:01,11,Staten Island University Hospital - South
4/1/2019 6:51:01,22,Huntington Hospital
4/1/2019 6:51:01,22,Staten Island University Hospital - North
4/1/2019 6:51:01,31,North Shore University Hospital
4/1/2019 6:51:01,60,Long Island Jewish Forest Hills
4/1/2019 6:51:01,60,Long Island Jewish Medical Center
4/1/2019 6:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 6:51:01,60,Southside Hospital
4/1/2019 7:51:01,3,Glen Cove Hospital
4/1/2019 7:51:01,4,Lenox Health Greenwich Village
4/1/2019 7:51:01,4,Syosset Hospital
4/1/2019 7:51:01,6,Plainview Hospital
4/1/2019 7:51:01,7,Long Island Jewish Valley Stream
4/1/2019 7:51:01,8,Lenox Hill Hospital
4/1/2019 7:51:01,11,Staten Island University Hospital - South
4/1/2019 7:51:01,13,Staten Island University Hospital - North
4/1/2019 7:51:01,22,Huntington Hospital
4/1/2019 7:51:01,34,North Shore University Hospital
4/1/2019 7:51:01,45,Long Island Jewish Medical Center
4/1/2019 7:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 7:51:01,60,Southside Hospital
4/1/2019 7:51:01,60,Long Island Jewish Forest Hills
4/1/2019 8:51:01,1,Syosset Hospital
4/1/2019 8:51:01,3,Glen Cove Hospital
4/1/2019 8:51:01,6,Plainview Hospital
4/1/2019 8:51:01,7,Lenox Health Greenwich Village
4/1/2019 8:51:01,7,Long Island Jewish Valley Stream
4/1/2019 8:51:01,7,Staten Island University Hospital - North
4/1/2019 8:51:01,8,Lenox Hill Hospital
4/1/2019 8:51:01,9,North Shore University Hospital
4/1/2019 8:51:01,20,Long Island Jewish Forest Hills
4/1/2019 8:51:01,22,Huntington Hospital
4/1/2019 8:51:01,29,Staten Island University Hospital - South
4/1/2019 8:51:01,54,Long Island Jewish Medical Center
4/1/2019 8:51:01,60,Southside Hospital
4/1/2019 8:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 9:51:01,1,Syosset Hospital
4/1/2019 9:51:01,3,Glen Cove Hospital
4/1/2019 9:51:01,4,Lenox Health Greenwich Village
4/1/2019 9:51:01,5,Plainview Hospital
4/1/2019 9:51:01,8,Lenox Hill Hospital
4/1/2019 9:51:01,12,Long Island Jewish Forest Hills
4/1/2019 9:51:01,12,North Shore University Hospital
4/1/2019 9:51:01,14,Staten Island University Hospital - North
4/1/2019 9:51:01,15,Long Island Jewish Valley Stream
4/1/2019 9:51:01,22,Staten Island University Hospital - South
4/1/2019 9:51:01,41,Southside Hospital
4/1/2019 9:51:01,54,Long Island Jewish Medical Center
4/1/2019 9:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 9:51:01,60,Huntington Hospital
4/1/2019 10:51:01,1,Syosset Hospital
4/1/2019 10:51:01,2,Glen Cove Hospital
4/1/2019 10:51:01,4,Lenox Health Greenwich Village
4/1/2019 10:51:01,6,Plainview Hospital
4/1/2019 10:51:01,10,North Shore University Hospital
4/1/2019 10:51:01,10,Southside Hospital
4/1/2019 10:51:01,12,Huntington Hospital
4/1/2019 10:51:01,14,Lenox Hill Hospital
4/1/2019 10:51:01,16,Staten Island University Hospital - North
4/1/2019 10:51:01,16,Staten Island University Hospital - South
4/1/2019 10:51:01,18,Long Island Jewish Valley Stream
4/1/2019 10:51:01,27,Long Island Jewish Forest Hills
4/1/2019 10:51:01,41,Long Island Jewish Medical Center
4/1/2019 10:51:01,47,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 11:51:01,1,Glen Cove Hospital
4/1/2019 11:51:01,3,Plainview Hospital
4/1/2019 11:51:01,5,Staten Island University Hospital - South
4/1/2019 11:51:01,9,North Shore University Hospital
4/1/2019 11:51:01,13,Long Island Jewish Forest Hills
4/1/2019 11:51:01,15,Huntington Hospital
4/1/2019 11:51:01,15,Staten Island University Hospital - North
4/1/2019 11:51:01,18,Long Island Jewish Valley Stream
4/1/2019 11:51:01,22,Syosset Hospital
4/1/2019 11:51:01,25,Long Island Jewish Medical Center
4/1/2019 11:51:01,26,Lenox Health Greenwich Village
4/1/2019 11:51:01,38,Lenox Hill Hospital
4/1/2019 11:51:01,38,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 11:51:01,60,Southside Hospital
4/1/2019 12:51:01,2,Glen Cove Hospital
4/1/2019 12:51:01,4,Staten Island University Hospital - South
4/1/2019 12:51:01,9,Staten Island University Hospital - North
4/1/2019 12:51:01,11,Syosset Hospital
4/1/2019 12:51:01,12,Southside Hospital
4/1/2019 12:51:01,13,Long Island Jewish Valley Stream
4/1/2019 12:51:01,13,Plainview Hospital
4/1/2019 12:51:01,14,Huntington Hospital
4/1/2019 12:51:01,14,Lenox Hill Hospital
4/1/2019 12:51:01,18,North Shore University Hospital
4/1/2019 12:51:01,23,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 12:51:01,29,Long Island Jewish Forest Hills
4/1/2019 12:51:01,33,Long Island Jewish Medical Center
4/1/2019 12:51:01,44,Lenox Health Greenwich Village
4/1/2019 13:51:01,1,Lenox Health Greenwich Village
4/1/2019 13:51:01,2,Glen Cove Hospital
4/1/2019 13:51:01,4,Staten Island University Hospital - South
4/1/2019 13:51:01,10,Syosset Hospital
4/1/2019 13:51:01,11,Lenox Hill Hospital
4/1/2019 13:51:01,13,Huntington Hospital
4/1/2019 13:51:01,14,Southside Hospital
4/1/2019 13:51:01,17,North Shore University Hospital
4/1/2019 13:51:01,20,Long Island Jewish Valley Stream
4/1/2019 13:51:01,20,Staten Island University Hospital - North
4/1/2019 13:51:01,23,Plainview Hospital
4/1/2019 13:51:01,28,Long Island Jewish Forest Hills
4/1/2019 13:51:01,32,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 13:51:01,33,Long Island Jewish Medical Center
4/1/2019 14:51:01,4,Staten Island University Hospital - South
4/1/2019 14:51:01,5,Syosset Hospital
4/1/2019 14:51:01,6,Glen Cove Hospital
4/1/2019 14:51:01,6,Lenox Health Greenwich Village
4/1/2019 14:51:01,8,Huntington Hospital
4/1/2019 14:51:01,10,Plainview Hospital
4/1/2019 14:51:01,13,Long Island Jewish Valley Stream
4/1/2019 14:51:01,15,North Shore University Hospital
4/1/2019 14:51:01,16,Southside Hospital
4/1/2019 14:51:01,20,Lenox Hill Hospital
4/1/2019 14:51:01,23,Staten Island University Hospital - North
4/1/2019 14:51:01,31,Long Island Jewish Forest Hills
4/1/2019 14:51:01,35,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 14:51:01,43,Long Island Jewish Medical Center
4/1/2019 15:51:01,3,Glen Cove Hospital
4/1/2019 15:51:01,3,Staten Island University Hospital - South
4/1/2019 15:51:01,3,Syosset Hospital
4/1/2019 15:51:01,12,Plainview Hospital
4/1/2019 15:51:01,17,North Shore University Hospital
4/1/2019 15:51:01,21,Southside Hospital
4/1/2019 15:51:01,23,Staten Island University Hospital - North
4/1/2019 15:51:01,24,Lenox Health Greenwich Village
4/1/2019 15:51:01,28,Lenox Hill Hospital
4/1/2019 15:51:01,44,Long Island Jewish Valley Stream
4/1/2019 15:51:01,45,Long Island Jewish Forest Hills
4/1/2019 15:51:01,47,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 15:51:01,57,Long Island Jewish Medical Center
4/1/2019 15:51:01,60,Huntington Hospital
4/1/2019 16:51:01,3,Staten Island University Hospital - South
4/1/2019 16:51:01,4,Glen Cove Hospital
4/1/2019 16:51:01,4,Syosset Hospital
4/1/2019 16:51:01,13,Huntington Hospital
4/1/2019 16:51:01,18,Plainview Hospital
4/1/2019 16:51:01,19,Lenox Health Greenwich Village
4/1/2019 16:51:01,23,Staten Island University Hospital - North
4/1/2019 16:51:01,30,North Shore University Hospital
4/1/2019 16:51:01,34,Lenox Hill Hospital
4/1/2019 16:51:01,37,Southside Hospital
4/1/2019 16:51:01,38,Long Island Jewish Valley Stream
4/1/2019 16:51:01,55,Long Island Jewish Medical Center
4/1/2019 16:51:01,56,Long Island Jewish Forest Hills
4/1/2019 16:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 17:51:01,4,Staten Island University Hospital - South
4/1/2019 17:51:01,5,Glen Cove Hospital
4/1/2019 17:51:01,7,Lenox Health Greenwich Village
4/1/2019 17:51:01,8,Syosset Hospital
4/1/2019 17:51:01,17,Huntington Hospital
4/1/2019 17:51:01,18,Long Island Jewish Valley Stream
4/1/2019 17:51:01,26,Staten Island University Hospital - North
4/1/2019 17:51:01,30,Plainview Hospital
4/1/2019 17:51:01,31,North Shore University Hospital
4/1/2019 17:51:01,40,Southside Hospital
4/1/2019 17:51:01,47,Lenox Hill Hospital
4/1/2019 17:51:01,60,Long Island Jewish Forest Hills
4/1/2019 17:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 17:51:01,60,Long Island Jewish Medical Center
4/1/2019 18:51:01,3,Glen Cove Hospital
4/1/2019 18:51:01,3,Staten Island University Hospital - South
4/1/2019 18:51:01,8,Lenox Health Greenwich Village
4/1/2019 18:51:01,21,Huntington Hospital
4/1/2019 18:51:01,24,Syosset Hospital
4/1/2019 18:51:01,35,Southside Hospital
4/1/2019 18:51:01,36,North Shore University Hospital
4/1/2019 18:51:01,36,Staten Island University Hospital - North
4/1/2019 18:51:01,37,Plainview Hospital
4/1/2019 18:51:01,38,Long Island Jewish Valley Stream
4/1/2019 18:51:01,40,Long Island Jewish Forest Hills
4/1/2019 18:51:01,46,Lenox Hill Hospital
4/1/2019 18:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 18:51:01,60,Long Island Jewish Medical Center
4/1/2019 19:51:01,4,Staten Island University Hospital - South
4/1/2019 19:51:01,9,Glen Cove Hospital
4/1/2019 19:51:01,12,Plainview Hospital
4/1/2019 19:51:01,18,Huntington Hospital
4/1/2019 19:51:01,18,Lenox Health Greenwich Village
4/1/2019 19:51:01,21,Long Island Jewish Valley Stream
4/1/2019 19:51:01,25,Lenox Hill Hospital
4/1/2019 19:51:01,31,Syosset Hospital
4/1/2019 19:51:01,32,Southside Hospital
4/1/2019 19:51:01,32,Staten Island University Hospital - North
4/1/2019 19:51:01,49,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 19:51:01,53,North Shore University Hospital
4/1/2019 19:51:01,60,Long Island Jewish Forest Hills
4/1/2019 19:51:01,60,Long Island Jewish Medical Center
4/1/2019 20:51:01,7,Glen Cove Hospital
4/1/2019 20:51:01,11,Staten Island University Hospital - South
4/1/2019 20:51:01,16,Lenox Health Greenwich Village
4/1/2019 20:51:01,17,Long Island Jewish Valley Stream
4/1/2019 20:51:01,19,Lenox Hill Hospital
4/1/2019 20:51:01,27,Plainview Hospital
4/1/2019 20:51:01,39,Syosset Hospital
4/1/2019 20:51:01,47,Staten Island University Hospital - North
4/1/2019 20:51:01,51,North Shore University Hospital
4/1/2019 20:51:01,52,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 20:51:01,60,Long Island Jewish Forest Hills
4/1/2019 20:51:01,60,Southside Hospital
4/1/2019 20:51:01,60,Long Island Jewish Medical Center
4/1/2019 20:51:01,60,Huntington Hospital
4/1/2019 21:51:01,4,Syosset Hospital
4/1/2019 21:51:01,6,Staten Island University Hospital - South
4/1/2019 21:51:01,10,Glen Cove Hospital
4/1/2019 21:51:01,11,Huntington Hospital
4/1/2019 21:51:01,11,Lenox Hill Hospital
4/1/2019 21:51:01,16,Plainview Hospital
4/1/2019 21:51:01,18,Lenox Health Greenwich Village
4/1/2019 21:51:01,22,Long Island Jewish Valley Stream
4/1/2019 21:51:01,38,Staten Island University Hospital - North
4/1/2019 21:51:01,53,Southside Hospital
4/1/2019 21:51:01,56,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 21:51:01,57,Long Island Jewish Forest Hills
4/1/2019 21:51:01,60,North Shore University Hospital
4/1/2019 21:51:01,60,Long Island Jewish Medical Center
4/1/2019 22:51:01,5,Glen Cove Hospital
4/1/2019 22:51:01,5,Syosset Hospital
4/1/2019 22:51:01,7,Staten Island University Hospital - South
4/1/2019 22:51:01,8,Huntington Hospital
4/1/2019 22:51:01,16,Long Island Jewish Valley Stream
4/1/2019 22:51:01,31,Plainview Hospital
4/1/2019 22:51:01,33,Lenox Health Greenwich Village
4/1/2019 22:51:01,36,Lenox Hill Hospital
4/1/2019 22:51:01,36,Staten Island University Hospital - North
4/1/2019 22:51:01,42,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 22:51:01,54,Southside Hospital
4/1/2019 22:51:01,58,Long Island Jewish Forest Hills
4/1/2019 22:51:01,60,North Shore University Hospital
4/1/2019 22:51:01,60,Long Island Jewish Medical Center
4/1/2019 23:51:01,4,Staten Island University Hospital - South
4/1/2019 23:51:01,4,Syosset Hospital
4/1/2019 23:51:01,8,Huntington Hospital
4/1/2019 23:51:01,9,Lenox Health Greenwich Village
4/1/2019 23:51:01,12,Glen Cove Hospital
4/1/2019 23:51:01,26,Long Island Jewish Valley Stream
4/1/2019 23:51:01,31,Staten Island University Hospital - North
4/1/2019 23:51:01,40,Plainview Hospital
4/1/2019 23:51:01,41,Lenox Hill Hospital
4/1/2019 23:51:01,50,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/1/2019 23:51:01,55,Long Island Jewish Forest Hills
4/1/2019 23:51:01,58,Southside Hospital
4/1/2019 23:51:01,60,North Shore University Hospital
4/1/2019 23:51:01,60,Long Island Jewish Medical Center
4/2/2019 0:51:01,4,Syosset Hospital
4/2/2019 0:51:01,5,Lenox Health Greenwich Village
4/2/2019 0:51:01,10,Glen Cove Hospital
4/2/2019 0:51:01,11,Huntington Hospital
4/2/2019 0:51:01,11,Staten Island University Hospital - South
4/2/2019 0:51:01,38,Staten Island University Hospital - North
4/2/2019 0:51:01,44,Plainview Hospital
4/2/2019 0:51:01,47,Southside Hospital
4/2/2019 0:51:01,48,Long Island Jewish Valley Stream
4/2/2019 0:51:01,49,Lenox Hill Hospital
4/2/2019 0:51:01,57,Long Island Jewish Forest Hills
4/2/2019 0:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/2/2019 0:51:01,60,Long Island Jewish Medical Center
4/2/2019 0:51:01,60,North Shore University Hospital
4/2/2019 1:51:01,2,Syosset Hospital
4/2/2019 1:51:01,3,Glen Cove Hospital
4/2/2019 1:51:01,4,Staten Island University Hospital - South
4/2/2019 1:51:01,11,Huntington Hospital
4/2/2019 1:51:01,11,Lenox Health Greenwich Village
4/2/2019 1:51:01,30,Staten Island University Hospital - North
4/2/2019 1:51:01,36,Southside Hospital
4/2/2019 1:51:01,38,Plainview Hospital
4/2/2019 1:51:01,60,Long Island Jewish Valley Stream
4/2/2019 1:51:01,60,Lenox Hill Hospital
4/2/2019 1:51:01,60,North Shore University Hospital
4/2/2019 1:51:01,60,Long Island Jewish Medical Center
4/2/2019 1:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/2/2019 1:51:01,60,Long Island Jewish Forest Hills
4/2/2019 2:51:01,3,Glen Cove Hospital
4/2/2019 2:51:01,4,Syosset Hospital
4/2/2019 2:51:01,6,Staten Island University Hospital - South
4/2/2019 2:51:01,10,Lenox Health Greenwich Village
4/2/2019 2:51:01,16,Huntington Hospital
4/2/2019 2:51:01,29,Plainview Hospital
4/2/2019 2:51:01,32,Southside Hospital
4/2/2019 2:51:01,34,Staten Island University Hospital - North
4/2/2019 2:51:01,59,Lenox Hill Hospital
4/2/2019 2:51:01,60,Long Island Jewish Valley Stream
4/2/2019 2:51:01,60,Long Island Jewish Forest Hills
4/2/2019 2:51:01,60,North Shore University Hospital
4/2/2019 2:51:01,60,Long Island Jewish Medical Center
4/2/2019 2:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/2/2019 3:51:01,2,Glen Cove Hospital
4/2/2019 3:51:01,4,Staten Island University Hospital - South
4/2/2019 3:51:01,7,Syosset Hospital
4/2/2019 3:51:01,8,Lenox Health Greenwich Village
4/2/2019 3:51:01,16,Huntington Hospital
4/2/2019 3:51:01,16,Southside Hospital
4/2/2019 3:51:01,23,Staten Island University Hospital - North
4/2/2019 3:51:01,28,Plainview Hospital
4/2/2019 3:51:01,38,Long Island Jewish Forest Hills
4/2/2019 3:51:01,54,Lenox Hill Hospital
4/2/2019 3:51:01,60,Long Island Jewish Valley Stream
4/2/2019 3:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/2/2019 3:51:01,60,Long Island Jewish Medical Center
4/2/2019 3:51:01,60,North Shore University Hospital
4/2/2019 4:51:01,2,Lenox Health Greenwich Village
4/2/2019 4:51:01,4,Glen Cove Hospital
4/2/2019 4:51:01,7,Plainview Hospital
4/2/2019 4:51:01,9,Syosset Hospital
4/2/2019 4:51:01,11,Huntington Hospital
4/2/2019 4:51:01,12,Staten Island University Hospital - South
4/2/2019 4:51:01,37,North Shore University Hospital
4/2/2019 4:51:01,37,Staten Island University Hospital - North
4/2/2019 4:51:01,40,Lenox Hill Hospital
4/2/2019 4:51:01,51,Long Island Jewish Forest Hills
4/2/2019 4:51:01,60,Southside Hospital
4/2/2019 4:51:01,60,Long Island Jewish Valley Stream
4/2/2019 4:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/2/2019 4:51:01,60,Long Island Jewish Medical Center
4/2/2019 5:51:01,4,Glen Cove Hospital
4/2/2019 5:51:01,9,Huntington Hospital
4/2/2019 5:51:01,9,Lenox Health Greenwich Village
4/2/2019 5:51:01,9,Syosset Hospital
4/2/2019 5:51:01,14,Plainview Hospital
4/2/2019 5:51:01,16,Staten Island University Hospital - North
4/2/2019 5:51:01,17,Staten Island University Hospital - South
4/2/2019 5:51:01,35,Long Island Jewish Forest Hills
4/2/2019 5:51:01,44,North Shore University Hospital
4/2/2019 5:51:01,46,Southside Hospital
4/2/2019 5:51:01,60,Lenox Hill Hospital
4/2/2019 5:51:01,60,Long Island Jewish Medical Center
4/2/2019 5:51:01,60,Long Island Jewish Valley Stream
4/2/2019 5:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/2/2019 6:51:01,4,Glen Cove Hospital
4/2/2019 6:51:01,5,Plainview Hospital
4/2/2019 6:51:01,6,Lenox Health Greenwich Village
4/2/2019 6:51:01,7,Syosset Hospital
4/2/2019 6:51:01,8,Staten Island University Hospital - South
4/2/2019 6:51:01,14,Huntington Hospital
4/2/2019 6:51:01,29,Long Island Jewish Forest Hills
4/2/2019 6:51:01,33,Southside Hospital
4/2/2019 6:51:01,35,Staten Island University Hospital - North
4/2/2019 6:51:01,60,Long Island Jewish Valley Stream
4/2/2019 6:51:01,60,Lenox Hill Hospital
4/2/2019 6:51:01,60,Long Island Jewish Medical Center
4/2/2019 6:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/2/2019 6:51:01,60,North Shore University Hospital
4/2/2019 7:51:01,4,Glen Cove Hospital
4/2/2019 7:51:01,7,Lenox Health Greenwich Village
4/2/2019 7:51:01,7,Syosset Hospital
4/2/2019 7:51:01,8,Staten Island University Hospital - South
4/2/2019 7:51:01,13,Plainview Hospital
4/2/2019 7:51:01,15,Long Island Jewish Valley Stream
4/2/2019 7:51:01,19,Staten Island University Hospital - North
4/2/2019 7:51:01,23,Southside Hospital
4/2/2019 7:51:01,25,Long Island Jewish Forest Hills
4/2/2019 7:51:01,46,Long Island Jewish Medical Center
4/2/2019 7:51:01,55,Huntington Hospital
4/2/2019 7:51:01,60,Lenox Hill Hospital
4/2/2019 7:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
4/2/2019 7:51:01,60,North Shore University Hospital
4/2/2019 8:51:01,4,Glen Cove Hospital
4/2/2019 8:51:01,4,Lenox Health Greenwich Village
4/2/2019 8:51:01,7,Syosset Hospital
4/2/2019 8:51:01,8,Staten Island University Hospital - South
4/2/2019 8:51:01,11,Huntington Hospital
4/2/2019 8:51:01,16,Southside Hospital
4/2/2019 8:51:01,17,Plainview Hospital
4/2/2019 8:51:01,19,Long Island Jewish Valley Stream
4/2/2019 8:51:01,24,Staten Island University Hospital - North
4/2/2019 8:51:01,27,Long Island Jewish Medical Center
4/2/2019 8:51:01,31,Long Island Jewish Forest Hills
